city,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"New York city, New York",2012-2016,112015.0,698525.0,810540.0,103920.0,335095.0,439015.0,159435.0,358390.0,517825.0,102610.0,171775.0,274385.0,522265.0,564220.0,1086485.0,1000240.0,2128005.0,3128245.0,389745.0,1164695.0,1554440.0,600900.0,912680.0,1513580.0,9600.0,50630.0,60230.0,227970.0,760260.0,988230.0,762675.0,1317115.0,2079790.0,631880.0,1029430.0,1661310.0,171955.0,460015.0,631970.0,186465.0,583960.0,770425.0,9935.0,54600.0,64535.0,640500.0,109810.0,60230.0,341635.0,97380.0,0.0,287760.0,230060.0,0.0,103545.0,170840.0,0.0,181000.0,905485.0,0.0,1554440.0,1513580.0,60230.0,550730.0,97165.0,50630.0,267355.0,67740.0,0.0,200890.0,157495.0,0.0,56995.0,114780.0,0.0,88725.0,475495.0,0.0,1164695.0,912680.0,50630.0,89770.0,12645.0,9600.0,74280.0,29640.0,0.0,86870.0,72565.0,0.0,46550.0,56060.0,0.0,92275.0,429990.0,0.0,624895.0,506830.0,324180.0,158235.0,245190.0,72390.0,82830.0,18255.0,125305.0,14715.0,1402400.0,536465.0,432190.0,252015.0,111270.0,163065.0,30705.0,39675.0,6220.0,52755.0,3575.0,1043975.0,88430.0,74640.0,72165.0,46965.0,82125.0,41685.0,43160.0,12040.0,72540.0,11135.0,358420.0
"Camden city, New Jersey",2012-2016,2565.0,8045.0,10610.0,1735.0,3045.0,4780.0,2185.0,2200.0,4385.0,1145.0,495.0,1640.0,1905.0,1460.0,3365.0,9530.0,15245.0,24775.0,3605.0,9160.0,12765.0,5700.0,5640.0,11340.0,230.0,440.0,670.0,2135.0,6295.0,8430.0,7165.0,8510.0,15675.0,5895.0,6260.0,12155.0,1550.0,3045.0,4595.0,1860.0,5400.0,7260.0,230.0,545.0,775.0,8175.0,1765.0,670.0,2840.0,1940.0,0.0,1280.0,3105.0,0.0,90.0,1550.0,0.0,380.0,2985.0,0.0,12765.0,11340.0,670.0,6190.0,1415.0,440.0,2080.0,965.0,0.0,665.0,1535.0,0.0,30.0,465.0,0.0,200.0,1260.0,0.0,9160.0,5640.0,440.0,1985.0,350.0,230.0,760.0,975.0,0.0,615.0,1570.0,0.0,60.0,1085.0,0.0,180.0,1725.0,0.0,7955.0,6335.0,2735.0,795.0,970.0,130.0,50.0,0.0,140.0,0.0,11850.0,5980.0,4910.0,2030.0,455.0,400.0,35.0,20.0,0.0,15.0,0.0,8445.0,1975.0,1425.0,710.0,340.0,570.0,95.0,30.0,0.0,125.0,0.0,3410.0
"Jersey City city, New Jersey",2012-2016,1960.0,18960.0,20920.0,2260.0,9530.0,11790.0,3570.0,10660.0,14230.0,2580.0,5800.0,8380.0,17390.0,26900.0,44290.0,27760.0,71855.0,99610.0,11780.0,34985.0,46765.0,15845.0,34740.0,50585.0,135.0,2130.0,2265.0,6650.0,22525.0,29175.0,20970.0,47195.0,68165.0,16690.0,38140.0,54830.0,5405.0,14145.0,19550.0,5510.0,17340.0,22850.0,145.0,2235.0,2380.0,16375.0,2285.0,2265.0,10400.0,1390.0,0.0,9110.0,5120.0,0.0,3145.0,5230.0,0.0,7730.0,36555.0,0.0,46765.0,50585.0,2265.0,14600.0,2235.0,2130.0,8305.0,1225.0,0.0,6535.0,4125.0,0.0,1740.0,4060.0,0.0,3805.0,23095.0,0.0,34985.0,34740.0,2130.0,1775.0,50.0,135.0,2095.0,165.0,0.0,2575.0,995.0,0.0,1405.0,1170.0,0.0,3925.0,13460.0,0.0,16190.0,13995.0,10160.0,4940.0,8380.0,2375.0,2530.0,795.0,5140.0,740.0,42400.0,14430.0,12415.0,8090.0,3470.0,5875.0,940.0,1210.0,325.0,1880.0,190.0,31485.0,1760.0,1580.0,2070.0,1470.0,2505.0,1435.0,1325.0,475.0,3255.0,550.0,10915.0
"Newark city, New Jersey",2012-2016,2800.0,32710.0,35510.0,3205.0,15900.0,19105.0,4155.0,11440.0,15595.0,2465.0,5220.0,7685.0,7875.0,8385.0,16260.0,20500.0,73655.0,94160.0,11545.0,43425.0,54970.0,8740.0,28390.0,37130.0,220.0,1840.0,2060.0,6795.0,27450.0,34245.0,13490.0,44365.0,57855.0,9355.0,31445.0,40800.0,5030.0,17460.0,22490.0,5900.0,22705.0,28605.0,220.0,2045.0,2265.0,27655.0,5800.0,2060.0,14870.0,4240.0,0.0,7650.0,7950.0,0.0,2275.0,5410.0,0.0,2525.0,13735.0,0.0,54970.0,37130.0,2060.0,25180.0,5690.0,1840.0,12185.0,3715.0,0.0,4545.0,6900.0,0.0,880.0,4340.0,0.0,635.0,7750.0,0.0,43425.0,28390.0,1840.0,2475.0,110.0,220.0,2685.0,525.0,0.0,3105.0,1050.0,0.0,1395.0,1070.0,0.0,1890.0,5985.0,0.0,27055.0,21840.0,14170.0,4750.0,6415.0,1535.0,1775.0,345.0,1680.0,140.0,51095.0,24585.0,19665.0,11520.0,2895.0,3475.0,145.0,445.0,0.0,140.0,0.0,40165.0,2475.0,2175.0,2645.0,1850.0,2940.0,1390.0,1330.0,345.0,1540.0,140.0,10930.0
"Philadelphia city, Pennsylvania",2012-2016,57500.0,109585.0,167085.0,45440.0,48645.0,94085.0,60405.0,48975.0,109380.0,31275.0,21700.0,52975.0,110595.0,48470.0,159065.0,305215.0,277380.0,582595.0,91000.0,144945.0,235945.0,208860.0,119435.0,328295.0,5350.0,13000.0,18350.0,46345.0,90170.0,136515.0,253520.0,174210.0,427730.0,213220.0,125620.0,338840.0,45675.0,57220.0,102895.0,40770.0,80980.0,121750.0,5555.0,13555.0,19110.0,120975.0,27760.0,18350.0,59620.0,34475.0,0.0,36745.0,72640.0,0.0,9135.0,43840.0,0.0,9475.0,149590.0,0.0,235945.0,328295.0,18350.0,79935.0,16650.0,13000.0,38055.0,10595.0,0.0,19790.0,29190.0,0.0,3950.0,17750.0,0.0,3215.0,45255.0,0.0,144945.0,119435.0,13000.0,41040.0,11110.0,5350.0,21565.0,23880.0,0.0,16955.0,43450.0,0.0,5185.0,26090.0,0.0,6260.0,104335.0,0.0,119230.0,94810.0,57485.0,19845.0,33610.0,5460.0,7855.0,850.0,6465.0,780.0,224645.0,78800.0,66560.0,36740.0,11605.0,17720.0,2300.0,3215.0,345.0,1725.0,170.0,138200.0,40430.0,28255.0,20745.0,8240.0,15890.0,3160.0,4640.0,505.0,4740.0,610.0,86445.0
"Los Angeles city, California",2012-2016,47405.0,276680.0,324085.0,52825.0,163670.0,216495.0,80620.0,158470.0,239090.0,48745.0,69420.0,118165.0,267075.0,191405.0,458480.0,496665.0,859645.0,1356310.0,219735.0,555310.0,775045.0,272745.0,285075.0,557820.0,4190.0,19260.0,23450.0,124785.0,390810.0,515595.0,367695.0,449575.0,817270.0,290750.0,352955.0,643705.0,101350.0,212835.0,314185.0,100215.0,271540.0,371755.0,4355.0,22300.0,26655.0,273155.0,27480.0,23450.0,186465.0,30035.0,0.0,160505.0,78590.0,0.0,57990.0,60175.0,0.0,96935.0,361545.0,0.0,775045.0,557820.0,23450.0,234955.0,22465.0,19260.0,147515.0,16160.0,0.0,107460.0,51015.0,0.0,30970.0,38450.0,0.0,34415.0,156990.0,0.0,555310.0,285075.0,19260.0,38200.0,5015.0,4190.0,38950.0,13875.0,0.0,53045.0,27575.0,0.0,27020.0,21725.0,0.0,62520.0,204555.0,0.0,265860.0,222975.0,172070.0,85915.0,129270.0,41045.0,45580.0,10300.0,73165.0,11520.0,685945.0,228285.0,190860.0,134185.0,59085.0,81005.0,17495.0,21760.0,2865.0,19140.0,1235.0,484375.0,37575.0,32115.0,37885.0,26830.0,48265.0,23550.0,23820.0,7435.0,54020.0,10285.0,201565.0
"Long Beach city, California",2012-2016,5440.0,29680.0,35120.0,6425.0,18560.0,24985.0,9480.0,19405.0,28885.0,7400.0,9410.0,16810.0,36460.0,21650.0,58110.0,65215.0,98705.0,163920.0,24605.0,58135.0,82740.0,40240.0,38870.0,79110.0,365.0,1700.0,2065.0,12550.0,40075.0,52625.0,52295.0,56930.0,109225.0,43060.0,46240.0,89300.0,12745.0,23240.0,35985.0,9035.0,27350.0,36385.0,370.0,1875.0,2245.0,29905.0,3145.0,2065.0,20760.0,4230.0,0.0,16250.0,12635.0,0.0,5750.0,11060.0,0.0,10070.0,48040.0,0.0,82740.0,79110.0,2065.0,25725.0,2255.0,1700.0,16520.0,2040.0,0.0,10760.0,8645.0,0.0,2560.0,6850.0,0.0,2570.0,19080.0,0.0,58135.0,38870.0,1700.0,4180.0,890.0,365.0,4240.0,2190.0,0.0,5490.0,3990.0,0.0,3190.0,4210.0,0.0,7500.0,28960.0,0.0,29305.0,24205.0,18905.0,7860.0,12650.0,3020.0,4385.0,750.0,7115.0,540.0,72360.0,25255.0,20785.0,14915.0,5270.0,7670.0,1125.0,1630.0,85.0,1120.0,85.0,50590.0,4055.0,3425.0,3995.0,2595.0,4980.0,1895.0,2755.0,665.0,5995.0,455.0,21780.0
"Anaheim city, California",2012-2016,3995.0,16205.0,20200.0,5190.0,12515.0,17705.0,8535.0,12555.0,21090.0,5420.0,4980.0,10400.0,22130.0,8480.0,30610.0,45270.0,54735.0,100005.0,17080.0,36975.0,54055.0,28010.0,17040.0,45050.0,180.0,715.0,895.0,9105.0,26510.0,35615.0,35990.0,27505.0,63495.0,30055.0,22130.0,52185.0,8715.0,15010.0,23725.0,6330.0,16765.0,23095.0,180.0,825.0,1005.0,17565.0,1735.0,895.0,15055.0,2655.0,0.0,12795.0,8295.0,0.0,4130.0,6265.0,0.0,4515.0,26100.0,0.0,54055.0,45050.0,895.0,14425.0,1060.0,715.0,11780.0,740.0,0.0,7720.0,4835.0,0.0,1820.0,3155.0,0.0,1235.0,7250.0,0.0,36975.0,17040.0,715.0,3140.0,675.0,180.0,3275.0,1915.0,0.0,5075.0,3460.0,0.0,2310.0,3110.0,0.0,3280.0,18850.0,0.0,17245.0,15085.0,14035.0,5545.0,9640.0,1935.0,3100.0,325.0,2800.0,210.0,46820.0,14140.0,12455.0,11005.0,3715.0,5140.0,485.0,1115.0,80.0,375.0,30.0,31775.0,3105.0,2630.0,3025.0,1825.0,4500.0,1450.0,1990.0,245.0,2425.0,180.0,15045.0
"Chicago city, Illinois",2012-2016,48445.0,191440.0,239885.0,51695.0,99385.0,151080.0,71225.0,99385.0,170610.0,45000.0,45690.0,90690.0,243530.0,146785.0,390315.0,459890.0,582690.0,1042580.0,158520.0,288745.0,447265.0,296825.0,272635.0,569460.0,4550.0,21310.0,25860.0,82655.0,174295.0,256950.0,372685.0,387085.0,759770.0,305990.0,291165.0,597155.0,78625.0,122780.0,201405.0,70585.0,146055.0,216640.0,4695.0,22690.0,27385.0,186580.0,27445.0,25860.0,113340.0,37740.0,0.0,77625.0,92980.0,0.0,27540.0,63145.0,0.0,42175.0,348140.0,0.0,447265.0,569460.0,25860.0,147270.0,22860.0,21310.0,77735.0,21650.0,0.0,40535.0,58850.0,0.0,10985.0,34705.0,0.0,12220.0,134565.0,0.0,288745.0,272635.0,21310.0,39310.0,4585.0,4550.0,35605.0,16090.0,0.0,37090.0,34130.0,0.0,16555.0,28440.0,0.0,29955.0,213575.0,0.0,182845.0,148290.0,108315.0,43385.0,70130.0,17625.0,24025.0,3945.0,32725.0,3390.0,418040.0,143820.0,116000.0,73635.0,23700.0,34785.0,5375.0,8890.0,705.0,7705.0,275.0,268835.0,39020.0,32290.0,34685.0,19685.0,35345.0,12250.0,15140.0,3245.0,25020.0,3115.0,149210.0
"Naperville city, Illinois",2012-2016,1465.0,2070.0,3535.0,1610.0,1335.0,2945.0,3350.0,2370.0,5720.0,2195.0,1505.0,3700.0,29580.0,5360.0,34940.0,38195.0,12635.0,50830.0,8555.0,5270.0,13825.0,29410.0,7165.0,36575.0,230.0,200.0,430.0,3645.0,2975.0,6620.0,34325.0,9460.0,43785.0,29580.0,7515.0,37095.0,4940.0,2410.0,7350.0,3450.0,2510.0,5960.0,230.0,200.0,430.0,2860.0,240.0,430.0,2565.0,375.0,0.0,3410.0,2305.0,0.0,1355.0,2345.0,0.0,3640.0,31300.0,0.0,13825.0,36575.0,430.0,1650.0,215.0,200.0,1280.0,50.0,0.0,1465.0,905.0,0.0,520.0,985.0,0.0,355.0,5005.0,0.0,5270.0,7165.0,200.0,1210.0,25.0,230.0,1285.0,325.0,0.0,1945.0,1400.0,0.0,835.0,1360.0,0.0,3285.0,26295.0,0.0,2860.0,2565.0,2515.0,1620.0,3295.0,1140.0,1245.0,180.0,3405.0,465.0,13320.0,1655.0,1445.0,1255.0,810.0,1385.0,240.0,435.0,0.0,190.0,15.0,4920.0,1210.0,1120.0,1255.0,805.0,1910.0,900.0,810.0,180.0,3205.0,445.0,8390.0
"Elgin city, Illinois",2012-2016,1650.0,3395.0,5045.0,2715.0,2770.0,5485.0,4390.0,2680.0,7070.0,2830.0,1195.0,4025.0,11820.0,2040.0,13860.0,23400.0,12080.0,35480.0,7580.0,6545.0,14125.0,15665.0,5395.0,21060.0,160.0,140.0,300.0,3345.0,3915.0,7260.0,19900.0,8025.0,27925.0,16125.0,5890.0,22015.0,4405.0,3150.0,7555.0,2700.0,2860.0,5560.0,170.0,175.0,345.0,4285.0,460.0,300.0,4365.0,1120.0,0.0,3250.0,3820.0,0.0,1155.0,2870.0,0.0,1070.0,12795.0,0.0,14125.0,21060.0,300.0,2925.0,330.0,140.0,2315.0,455.0,0.0,1020.0,1660.0,0.0,260.0,935.0,0.0,25.0,2015.0,0.0,6545.0,5395.0,140.0,1360.0,130.0,160.0,2050.0,665.0,0.0,2230.0,2160.0,0.0,895.0,1935.0,0.0,1045.0,10780.0,0.0,4240.0,3405.0,4265.0,1495.0,2920.0,560.0,885.0,70.0,805.0,30.0,13115.0,2890.0,2280.0,2230.0,515.0,790.0,65.0,100.0,0.0,0.0,0.0,6010.0,1350.0,1125.0,2035.0,980.0,2130.0,495.0,785.0,70.0,805.0,30.0,7105.0
"Dallas city, Texas",2012-2016,23195.0,74160.0,97355.0,26700.0,53045.0,79745.0,34975.0,59365.0,94340.0,18860.0,26290.0,45150.0,100570.0,70690.0,171260.0,204300.0,283555.0,487855.0,59835.0,138880.0,198715.0,142120.0,136325.0,278445.0,2345.0,8350.0,10695.0,31075.0,84230.0,115305.0,170880.0,190975.0,361855.0,149330.0,151920.0,301250.0,30225.0,62815.0,93040.0,22310.0,59915.0,82225.0,2450.0,8905.0,11355.0,76870.0,9785.0,10695.0,58100.0,21645.0,0.0,37740.0,56600.0,0.0,10495.0,34660.0,0.0,15505.0,155755.0,0.0,198715.0,278445.0,10695.0,60215.0,5595.0,8350.0,42955.0,10090.0,0.0,24340.0,35025.0,0.0,5695.0,20600.0,0.0,5675.0,65015.0,0.0,138880.0,136325.0,8350.0,16655.0,4190.0,2345.0,15145.0,11555.0,0.0,13400.0,21575.0,0.0,4800.0,14060.0,0.0,9830.0,90740.0,0.0,75060.0,58695.0,52360.0,14990.0,29695.0,5535.0,7210.0,1185.0,10930.0,1810.0,175255.0,58995.0,47110.0,38535.0,9645.0,18575.0,2455.0,3660.0,350.0,2965.0,355.0,122730.0,16070.0,11590.0,13825.0,5345.0,11120.0,3080.0,3550.0,835.0,7970.0,1460.0,52535.0
"Fort Worth city, Texas",2012-2016,12540.0,29645.0,42185.0,14955.0,21300.0,36255.0,23830.0,22505.0,46335.0,16140.0,12465.0,28605.0,90915.0,35130.0,126045.0,158380.0,121045.0,279425.0,37960.0,59345.0,97305.0,119055.0,58635.0,177690.0,1365.0,3065.0,4430.0,18725.0,34865.0,53590.0,138290.0,83115.0,221405.0,124325.0,64230.0,188555.0,20035.0,27100.0,47135.0,12640.0,26320.0,38960.0,1385.0,3390.0,4775.0,33350.0,4405.0,4430.0,26955.0,9300.0,0.0,20795.0,25540.0,0.0,7470.0,21140.0,0.0,8740.0,117305.0,0.0,97305.0,177690.0,4430.0,24095.0,2485.0,3065.0,18060.0,3240.0,0.0,10990.0,11515.0,0.0,3165.0,9305.0,0.0,3035.0,32095.0,0.0,59345.0,58635.0,3065.0,9255.0,1920.0,1365.0,8895.0,6060.0,0.0,9805.0,14025.0,0.0,4305.0,11835.0,0.0,5705.0,85210.0,0.0,32445.0,26200.0,25065.0,9020.0,17360.0,2695.0,5550.0,385.0,5680.0,655.0,86100.0,23420.0,19760.0,16865.0,5295.0,9280.0,980.0,2205.0,130.0,1650.0,155.0,53420.0,9020.0,6440.0,8195.0,3725.0,8080.0,1715.0,3350.0,260.0,4030.0,500.0,32675.0
"Arlington city, Texas",2012-2016,4390.0,13935.0,18325.0,5665.0,11670.0,17335.0,10650.0,13950.0,24600.0,8095.0,6710.0,14805.0,46030.0,13750.0,59780.0,74830.0,60015.0,134845.0,17060.0,32085.0,49145.0,57340.0,26655.0,83995.0,430.0,1280.0,1710.0,7585.0,18865.0,26450.0,66815.0,39870.0,106685.0,59055.0,29695.0,88750.0,9815.0,14645.0,24460.0,5490.0,14285.0,19775.0,475.0,1395.0,1870.0,15375.0,1245.0,1710.0,14300.0,3035.0,0.0,12255.0,12340.0,0.0,3345.0,11465.0,0.0,3875.0,55905.0,0.0,49145.0,83995.0,1710.0,11815.0,845.0,1280.0,10485.0,1185.0,0.0,7090.0,6860.0,0.0,1460.0,5255.0,0.0,1240.0,12510.0,0.0,32085.0,26655.0,1280.0,3560.0,400.0,430.0,3815.0,1850.0,0.0,5165.0,5480.0,0.0,1885.0,6210.0,0.0,2635.0,43395.0,0.0,15070.0,12985.0,13785.0,4965.0,10570.0,1405.0,2515.0,200.0,2285.0,215.0,44225.0,11610.0,10130.0,10085.0,3440.0,5920.0,545.0,900.0,105.0,415.0,65.0,28930.0,3460.0,2855.0,3700.0,1525.0,4650.0,860.0,1620.0,95.0,1875.0,155.0,15305.0
