geoname,sumlevel,year,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,B1,B2,B3,B4,B5,B6,B7,B8,B9,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E5,E6,E7,E9,E10,E11,E13,E14,E15,E17,E18,E19,E21,E22,E23,F1,F2,F3,F5,F6,F7,F9,F10,F11,F13,F14,F15,F17,F18,F19,F21,F22,F23,G1,G2,G3,G5,G6,G7,G9,G10,G11,G13,G14,G15,G17,G18,G19,H1,H2,H4,H5,H7,H8,H10,H11,H13,H14,H16,I1,I2,I4,I5,I7,I8,I10,I11,I13,I14,I16,J1,J2,J4,J5,J7,J8,J10,J11,J13,J14,J16
"Houston city, Texas",City,2008-2012,31700.0,100810.0,132510.0,36120.0,76500.0,112620.0,54240.0,86190.0,140430.0,31985.0,37245.0,69230.0,201175.0,117485.0,318660.0,355220.0,418230.0,773450.0,104890.0,214185.0,319075.0,246850.0,194250.0,441100.0,3475.0,9790.0,13265.0,54660.0,133005.0,187665.0,297080.0,275435.0,572515.0,258235.0,217705.0,475940.0,52910.0,94755.0,147665.0,40460.0,95075.0,135535.0,3615.0,10700.0,14315.0,107955.0,11295.0,13265.0,88095.0,24520.0,0.0,68750.0,71680.0,0.0,19955.0,49280.0,0.0,34330.0,284330.0,0.0,319075.0,441100.0,13265.0,84745.0,6280.0,9790.0,66310.0,10185.0,0.0,42190.0,44000.0,0.0,9535.0,27715.0,0.0,11410.0,106075.0,0.0,214185.0,194250.0,9790.0,23210.0,5015.0,3475.0,21785.0,14335.0,0.0,26560.0,27680.0,0.0,10420.0,21565.0,0.0,22920.0,178255.0,0.0,105610.0,87440.0,82510.0,31870.0,56885.0,11270.0,14585.0,1920.0,23610.0,3035.0,283200.0,82955.0,69710.0,61790.0,20380.0,33480.0,4170.0,6135.0,480.0,5470.0,335.0,189830.0,22655.0,17730.0,20720.0,11490.0,23405.0,7100.0,8450.0,1440.0,18140.0,2700.0,93370.0
"The Woodlands CDP, Texas",City,2008-2012,800.0,1340.0,2140.0,1065.0,950.0,2015.0,1545.0,1570.0,3115.0,1555.0,930.0,2485.0,21595.0,4100.0,25695.0,26565.0,8885.0,35450.0,5665.0,3480.0,9145.0,20705.0,5360.0,26065.0,195.0,45.0,240.0,2335.0,1565.0,3900.0,24035.0,7275.0,31310.0,20760.0,5585.0,26345.0,3375.0,1930.0,5305.0,2240.0,1315.0,3555.0,195.0,45.0,240.0,1490.0,405.0,240.0,1565.0,450.0,0.0,2235.0,880.0,0.0,1240.0,1250.0,0.0,2615.0,23080.0,0.0,9145.0,26065.0,240.0,920.0,370.0,45.0,665.0,285.0,0.0,1230.0,340.0,0.0,335.0,595.0,0.0,330.0,3770.0,0.0,3480.0,5360.0,45.0,570.0,35.0,195.0,900.0,165.0,0.0,1005.0,540.0,0.0,905.0,655.0,0.0,2285.0,19310.0,0.0,1490.0,1230.0,1565.0,775.0,2140.0,665.0,1205.0,290.0,2455.0,590.0,8855.0,920.0,675.0,665.0,320.0,1135.0,240.0,300.0,45.0,225.0,35.0,3245.0,575.0,560.0,900.0,455.0,1005.0,425.0,905.0,245.0,2230.0,555.0,5615.0
"Sugar Land city, Texas",City,2008-2012,765.0,415.0,1180.0,640.0,390.0,1030.0,1350.0,790.0,2140.0,795.0,610.0,1405.0,17255.0,2685.0,19940.0,20805.0,4890.0,25695.0,5205.0,1735.0,6940.0,15470.0,3060.0,18530.0,130.0,100.0,230.0,2395.0,1055.0,3450.0,18280.0,3740.0,22020.0,15645.0,3255.0,18900.0,2810.0,715.0,3525.0,2215.0,805.0,3020.0,130.0,115.0,245.0,865.0,80.0,230.0,895.0,135.0,0.0,1410.0,740.0,0.0,920.0,485.0,0.0,2850.0,17090.0,0.0,6940.0,18530.0,230.0,270.0,45.0,100.0,345.0,45.0,0.0,555.0,240.0,0.0,380.0,230.0,0.0,185.0,2500.0,0.0,1735.0,3060.0,100.0,595.0,35.0,130.0,550.0,90.0,0.0,855.0,500.0,0.0,540.0,255.0,0.0,2665.0,14590.0,0.0,855.0,815.0,880.0,715.0,1370.0,615.0,810.0,320.0,2635.0,555.0,6550.0,255.0,255.0,325.0,315.0,535.0,205.0,275.0,15.0,130.0,15.0,1520.0,600.0,560.0,550.0,400.0,835.0,410.0,540.0,310.0,2500.0,535.0,5025.0
"Washington city, District of Columbia",City,2008-2012,9565.0,48030.0,57595.0,8550.0,22440.0,30990.0,8895.0,16970.0,25865.0,8375.0,12860.0,21235.0,75465.0,50035.0,125500.0,110855.0,150340.0,261190.0,33665.0,71115.0,104780.0,76495.0,74805.0,151300.0,690.0,4420.0,5110.0,15505.0,41855.0,57360.0,94655.0,104065.0,198720.0,77875.0,78770.0,156645.0,18505.0,31420.0,49925.0,13750.0,35580.0,49330.0,730.0,4565.0,5295.0,42800.0,9685.0,5110.0,21295.0,9695.0,0.0,12965.0,12900.0,0.0,8915.0,12320.0,0.0,18795.0,106705.0,0.0,104780.0,151300.0,5110.0,35460.0,8150.0,4420.0,15825.0,6615.0,0.0,8220.0,8750.0,0.0,5180.0,7680.0,0.0,6425.0,43610.0,0.0,71115.0,74805.0,4420.0,7340.0,1535.0,690.0,5470.0,3080.0,0.0,4745.0,4150.0,0.0,3735.0,4640.0,0.0,12370.0,63095.0,0.0,42100.0,33320.0,20495.0,8885.0,12275.0,3665.0,8220.0,1745.0,16170.0,1720.0,99260.0,34815.0,27410.0,15110.0,5785.0,7585.0,1560.0,4615.0,560.0,4875.0,265.0,67000.0,7285.0,5910.0,5380.0,3095.0,4690.0,2105.0,3605.0,1185.0,11295.0,1455.0,32255.0
"Arlington CDP, Virginia",City,2008-2012,1625.0,6950.0,8575.0,1550.0,4895.0,6445.0,1835.0,4340.0,6175.0,2440.0,4365.0,6805.0,35245.0,29745.0,64990.0,42695.0,50295.0,92990.0,10460.0,18705.0,29165.0,32115.0,31050.0,63165.0,120.0,540.0,660.0,3500.0,9510.0,13010.0,39075.0,40245.0,79320.0,32360.0,32180.0,64540.0,7085.0,9550.0,16635.0,3135.0,8000.0,11135.0,120.0,570.0,690.0,7135.0,780.0,660.0,5595.0,845.0,0.0,4135.0,2040.0,0.0,3490.0,3310.0,0.0,8800.0,56185.0,0.0,29165.0,63165.0,660.0,5715.0,695.0,540.0,4460.0,435.0,0.0,3130.0,1210.0,0.0,2315.0,2050.0,0.0,3080.0,26660.0,0.0,18705.0,31050.0,540.0,1420.0,85.0,120.0,1135.0,410.0,0.0,1005.0,830.0,0.0,1175.0,1260.0,0.0,5720.0,29525.0,0.0,7065.0,6305.0,5420.0,2540.0,3815.0,1055.0,3365.0,520.0,8100.0,710.0,27765.0,5645.0,5145.0,4300.0,1870.0,2825.0,680.0,2210.0,210.0,2570.0,95.0,17550.0,1425.0,1165.0,1120.0,670.0,990.0,375.0,1155.0,310.0,5530.0,615.0,10220.0
"Alexandria city, Virginia",City,2008-2012,1340.0,5565.0,6905.0,1180.0,5030.0,6210.0,1550.0,4780.0,6330.0,1765.0,4580.0,6345.0,22570.0,16370.0,38940.0,28405.0,36325.0,64730.0,7245.0,14990.0,22235.0,21115.0,20835.0,41950.0,45.0,500.0,545.0,2520.0,6860.0,9380.0,25835.0,28965.0,54800.0,21215.0,21555.0,42770.0,4850.0,8655.0,13505.0,2295.0,5600.0,7895.0,45.0,515.0,560.0,5530.0,830.0,545.0,5200.0,1005.0,0.0,3780.0,2550.0,0.0,2870.0,3480.0,0.0,4855.0,34085.0,0.0,22235.0,41950.0,545.0,4355.0,710.0,500.0,4445.0,585.0,0.0,2985.0,1795.0,0.0,1805.0,2775.0,0.0,1400.0,14970.0,0.0,14990.0,20835.0,500.0,1175.0,120.0,45.0,755.0,420.0,0.0,795.0,755.0,0.0,1065.0,705.0,0.0,3455.0,19115.0,0.0,5455.0,4510.0,5185.0,2085.0,3535.0,495.0,2770.0,315.0,4460.0,495.0,21405.0,4280.0,3525.0,4425.0,1730.0,2740.0,250.0,1705.0,40.0,1105.0,55.0,14255.0,1170.0,980.0,760.0,355.0,795.0,245.0,1065.0,275.0,3355.0,440.0,7145.0
"Miami city, Florida",City,2008-2012,7945.0,36535.0,44480.0,7130.0,19775.0,26905.0,8690.0,17745.0,26435.0,4455.0,7200.0,11655.0,22910.0,18680.0,41590.0,51130.0,99930.0,151065.0,25985.0,64880.0,90865.0,24285.0,31855.0,56140.0,860.0,3195.0,4055.0,16440.0,40840.0,57280.0,33830.0,55895.0,89725.0,25335.0,35145.0,60480.0,10125.0,26165.0,36290.0,14810.0,35130.0,49940.0,860.0,3490.0,4350.0,33875.0,6545.0,4055.0,22790.0,4115.0,0.0,17780.0,8655.0,0.0,5440.0,6210.0,0.0,10985.0,30605.0,0.0,90865.0,56140.0,4055.0,27585.0,5750.0,3195.0,17860.0,1915.0,0.0,12490.0,5255.0,0.0,3030.0,4165.0,0.0,3915.0,14765.0,0.0,64880.0,31855.0,3195.0,6290.0,795.0,860.0,4930.0,2200.0,0.0,5290.0,3400.0,0.0,2410.0,2045.0,0.0,7070.0,15840.0,0.0,33310.0,28020.0,22455.0,13420.0,16370.0,5345.0,4690.0,1425.0,9410.0,1735.0,86235.0,27045.0,22805.0,17690.0,9900.0,11245.0,2110.0,2395.0,235.0,2920.0,80.0,61295.0,6265.0,5215.0,4765.0,3520.0,5120.0,3230.0,2295.0,1190.0,6490.0,1655.0,24935.0
"Fort Lauderdale city, Florida",City,2008-2012,3810.0,7860.0,11670.0,3990.0,5405.0,9395.0,6060.0,5905.0,11965.0,3240.0,3190.0,6430.0,22080.0,9935.0,32015.0,39180.0,32295.0,71475.0,17045.0,17910.0,34955.0,21635.0,13545.0,35180.0,500.0,845.0,1345.0,9850.0,10845.0,20695.0,28825.0,20605.0,49430.0,22145.0,14335.0,36480.0,7550.0,7675.0,15225.0,8975.0,9390.0,18365.0,520.0,895.0,1415.0,9530.0,795.0,1345.0,8100.0,1290.0,0.0,7465.0,4500.0,0.0,3095.0,3335.0,0.0,6755.0,25255.0,0.0,34955.0,35180.0,1345.0,6555.0,460.0,845.0,4845.0,555.0,0.0,3760.0,2145.0,0.0,1270.0,1920.0,0.0,1470.0,8460.0,0.0,17910.0,13545.0,845.0,2975.0,335.0,500.0,3255.0,735.0,0.0,3705.0,2355.0,0.0,1825.0,1415.0,0.0,5285.0,16795.0,0.0,9410.0,8360.0,7960.0,4935.0,7080.0,2785.0,2870.0,825.0,6265.0,1460.0,33585.0,6455.0,5895.0,4740.0,2560.0,3545.0,685.0,1120.0,115.0,1205.0,135.0,17065.0,2955.0,2465.0,3225.0,2380.0,3540.0,2100.0,1745.0,705.0,5060.0,1325.0,16525.0
"West Palm Beach city, Florida",City,2008-2012,2115.0,5245.0,7360.0,2530.0,3565.0,6095.0,3660.0,4080.0,7740.0,2340.0,2255.0,4595.0,11090.0,4585.0,15675.0,21735.0,19730.0,41470.0,8960.0,11155.0,20115.0,12480.0,8065.0,20545.0,295.0,510.0,805.0,4690.0,6680.0,11370.0,16750.0,12540.0,29290.0,12710.0,8705.0,21415.0,4435.0,4810.0,9245.0,4300.0,5705.0,10005.0,295.0,510.0,805.0,5660.0,890.0,805.0,5080.0,1015.0,0.0,4880.0,2860.0,0.0,1875.0,2715.0,0.0,2620.0,13055.0,0.0,20115.0,20545.0,805.0,4020.0,710.0,510.0,3215.0,350.0,0.0,2700.0,1380.0,0.0,805.0,1450.0,0.0,415.0,4170.0,0.0,11155.0,8065.0,510.0,1640.0,180.0,295.0,1865.0,665.0,0.0,2180.0,1480.0,0.0,1070.0,1265.0,0.0,2205.0,8885.0,0.0,5650.0,4925.0,5030.0,2880.0,4505.0,1325.0,1670.0,370.0,2395.0,500.0,19250.0,4005.0,3480.0,3185.0,1710.0,2395.0,430.0,595.0,50.0,335.0,35.0,10515.0,1640.0,1445.0,1840.0,1170.0,2115.0,900.0,1075.0,320.0,2065.0,465.0,8735.0
"Wilmington city, Delaware",City,2008-2012,1670.0,5465.0,7135.0,1570.0,3625.0,5195.0,2330.0,2680.0,5010.0,1390.0,855.0,2245.0,6875.0,2410.0,9285.0,13835.0,15035.0,28870.0,4205.0,8265.0,12470.0,9505.0,6355.0,15860.0,125.0,415.0,540.0,2090.0,4535.0,6625.0,11615.0,10085.0,21700.0,9655.0,6765.0,16420.0,2170.0,3810.0,5980.0,1880.0,3995.0,5875.0,125.0,470.0,595.0,5225.0,1375.0,540.0,3620.0,1575.0,0.0,2455.0,2555.0,0.0,420.0,1825.0,0.0,750.0,8530.0,0.0,12470.0,15860.0,540.0,3995.0,1060.0,415.0,2645.0,980.0,0.0,1315.0,1365.0,0.0,190.0,665.0,0.0,120.0,2285.0,0.0,8265.0,6355.0,415.0,1230.0,315.0,125.0,975.0,595.0,0.0,1140.0,1190.0,0.0,230.0,1160.0,0.0,630.0,6245.0,0.0,5095.0,4075.0,3535.0,1290.0,2240.0,420.0,375.0,35.0,600.0,55.0,11845.0,3870.0,3115.0,2575.0,745.0,1180.0,120.0,145.0,15.0,35.0,0.0,7805.0,1230.0,960.0,960.0,545.0,1065.0,300.0,230.0,20.0,565.0,55.0,4050.0
"Atlanta city, Georgia",City,2008-2012,7305.0,30395.0,37700.0,5570.0,14330.0,19900.0,9125.0,15555.0,24680.0,6010.0,7715.0,13725.0,54400.0,28595.0,82995.0,82410.0,96595.0,179005.0,28805.0,48775.0,77580.0,52585.0,43965.0,96550.0,1020.0,3855.0,4875.0,14230.0,29825.0,44055.0,67155.0,62915.0,130070.0,53465.0,46395.0,99860.0,14790.0,20105.0,34895.0,13135.0,25910.0,39045.0,1030.0,4180.0,5210.0,27170.0,5650.0,4875.0,15435.0,4465.0,0.0,15345.0,9340.0,0.0,5910.0,7820.0,0.0,13720.0,69270.0,0.0,77580.0,96550.0,4875.0,21590.0,4950.0,3855.0,11455.0,2875.0,0.0,9880.0,5680.0,0.0,3050.0,4665.0,0.0,2800.0,25795.0,0.0,48775.0,43965.0,3855.0,5580.0,700.0,1020.0,3980.0,1590.0,0.0,5465.0,3660.0,0.0,2860.0,3155.0,0.0,10920.0,43475.0,0.0,26615.0,22165.0,15140.0,8810.0,14680.0,4445.0,5385.0,1145.0,12120.0,2480.0,73940.0,21045.0,17760.0,11170.0,6115.0,9370.0,1655.0,2620.0,175.0,1810.0,205.0,46015.0,5565.0,4405.0,3975.0,2700.0,5315.0,2790.0,2760.0,965.0,10310.0,2275.0,27925.0
"Sandy Springs city, Georgia",City,2008-2012,620.0,3325.0,3945.0,670.0,2850.0,3520.0,1545.0,4395.0,5940.0,1060.0,2140.0,3200.0,16080.0,8675.0,24755.0,19965.0,21385.0,41350.0,5410.0,8850.0,14260.0,14435.0,11770.0,26205.0,120.0,765.0,885.0,2515.0,5220.0,7735.0,17330.0,15400.0,32730.0,14505.0,12375.0,26880.0,2955.0,4315.0,7270.0,2360.0,3925.0,6285.0,150.0,765.0,915.0,2800.0,260.0,885.0,3265.0,255.0,0.0,3865.0,2075.0,0.0,1000.0,2200.0,0.0,3335.0,21420.0,0.0,14260.0,26205.0,885.0,2315.0,245.0,765.0,2715.0,135.0,0.0,2860.0,1535.0,0.0,510.0,1630.0,0.0,450.0,8225.0,0.0,8850.0,11770.0,765.0,485.0,15.0,120.0,550.0,120.0,0.0,1005.0,540.0,0.0,490.0,570.0,0.0,2885.0,13195.0,0.0,2770.0,2710.0,3160.0,1675.0,3660.0,815.0,910.0,240.0,3055.0,845.0,13555.0,2315.0,2255.0,2610.0,1300.0,2655.0,230.0,435.0,70.0,225.0,70.0,8240.0,455.0,455.0,550.0,375.0,1005.0,585.0,470.0,165.0,2835.0,780.0,5315.0
"Marietta city, Georgia",City,2008-2012,920.0,2870.0,3790.0,560.0,2615.0,3175.0,1140.0,2820.0,3960.0,975.0,1755.0,2730.0,6680.0,3000.0,9680.0,10275.0,13065.0,23335.0,2965.0,7070.0,10035.0,7125.0,5840.0,12965.0,180.0,155.0,335.0,1585.0,4320.0,5905.0,8505.0,8590.0,17095.0,7305.0,6385.0,13690.0,1380.0,3145.0,4525.0,1410.0,3380.0,4790.0,180.0,155.0,335.0,3225.0,235.0,335.0,2685.0,495.0,0.0,2250.0,1705.0,0.0,545.0,2185.0,0.0,1330.0,8350.0,0.0,10035.0,12965.0,335.0,2590.0,130.0,155.0,2335.0,285.0,0.0,1610.0,1210.0,0.0,185.0,1570.0,0.0,350.0,2650.0,0.0,7070.0,5840.0,155.0,635.0,105.0,180.0,350.0,210.0,0.0,640.0,495.0,0.0,360.0,615.0,0.0,980.0,5700.0,0.0,3220.0,2990.0,2680.0,1050.0,1930.0,510.0,465.0,150.0,1015.0,85.0,9310.0,2590.0,2435.0,2330.0,855.0,1305.0,90.0,145.0,0.0,155.0,0.0,6525.0,635.0,560.0,350.0,195.0,625.0,420.0,320.0,150.0,860.0,85.0,2790.0
"Boston city, Massachusetts",City,2008-2012,6760.0,61100.0,67860.0,6260.0,23830.0,30090.0,7165.0,16595.0,23760.0,6600.0,14195.0,20795.0,58365.0,47840.0,106205.0,85150.0,163555.0,248705.0,30780.0,80475.0,111255.0,53945.0,77020.0,130965.0,425.0,6055.0,6480.0,15065.0,47550.0,62615.0,69660.0,109950.0,179610.0,55010.0,80775.0,135785.0,16120.0,34570.0,50690.0,13540.0,41960.0,55500.0,480.0,6250.0,6730.0,45665.0,15715.0,6480.0,22170.0,7920.0,0.0,14940.0,8815.0,0.0,9985.0,10810.0,0.0,18500.0,87700.0,0.0,111255.0,130965.0,6480.0,39800.0,15245.0,6055.0,17745.0,6085.0,0.0,10185.0,6405.0,0.0,6420.0,7775.0,0.0,6325.0,41510.0,0.0,80475.0,77020.0,6055.0,5865.0,470.0,425.0,4425.0,1835.0,0.0,4755.0,2410.0,0.0,3565.0,3035.0,0.0,12175.0,46190.0,0.0,44755.0,34405.0,21425.0,11640.0,14420.0,5055.0,9225.0,1725.0,16375.0,2685.0,106200.0,39015.0,29615.0,17040.0,8820.0,9695.0,2420.0,5740.0,665.0,5040.0,440.0,76530.0,5740.0,4790.0,4380.0,2815.0,4725.0,2635.0,3485.0,1060.0,11330.0,2240.0,29660.0
"Cambridge city, Massachusetts",City,2008-2012,965.0,7365.0,8330.0,935.0,3555.0,4490.0,1130.0,2550.0,3680.0,1125.0,2515.0,3640.0,12115.0,12835.0,24950.0,16270.0,28820.0,45085.0,4525.0,13080.0,17605.0,11665.0,15105.0,26770.0,75.0,635.0,710.0,2285.0,7360.0,9645.0,13905.0,20825.0,34730.0,11900.0,15595.0,27495.0,2285.0,5945.0,8230.0,2010.0,6595.0,8605.0,75.0,675.0,750.0,5735.0,1880.0,710.0,3515.0,975.0,0.0,2565.0,1115.0,0.0,2290.0,1350.0,0.0,3495.0,21450.0,0.0,17605.0,26770.0,710.0,4935.0,1795.0,635.0,2815.0,740.0,0.0,1895.0,655.0,0.0,1800.0,715.0,0.0,1630.0,11200.0,0.0,13080.0,15105.0,635.0,800.0,85.0,75.0,700.0,235.0,0.0,670.0,460.0,0.0,490.0,635.0,0.0,1865.0,10250.0,0.0,5595.0,4590.0,3465.0,2295.0,2505.0,835.0,2110.0,460.0,3160.0,425.0,16835.0,4805.0,3950.0,2780.0,1795.0,1860.0,530.0,1640.0,235.0,1455.0,85.0,12540.0,790.0,640.0,685.0,500.0,640.0,300.0,470.0,225.0,1710.0,345.0,4295.0
"Nashua city, New Hampshire",City,2008-2012,1490.0,4325.0,5815.0,1750.0,2635.0,4385.0,1950.0,2055.0,4005.0,1935.0,1570.0,3505.0,13615.0,3885.0,17500.0,20740.0,14470.0,35210.0,6535.0,6760.0,13295.0,14090.0,7620.0,21710.0,120.0,90.0,210.0,2450.0,4000.0,6450.0,18170.0,10380.0,28550.0,14215.0,7815.0,22030.0,4120.0,3065.0,7185.0,2280.0,3490.0,5770.0,120.0,100.0,220.0,4635.0,970.0,210.0,3435.0,955.0,0.0,1775.0,2225.0,0.0,1300.0,2210.0,0.0,2150.0,15350.0,0.0,13295.0,21710.0,210.0,3380.0,855.0,90.0,2090.0,550.0,0.0,750.0,1300.0,0.0,440.0,1130.0,0.0,100.0,3785.0,0.0,6760.0,7620.0,90.0,1255.0,115.0,120.0,1345.0,405.0,0.0,1025.0,925.0,0.0,860.0,1080.0,0.0,2050.0,11565.0,0.0,4615.0,3725.0,3435.0,1330.0,1720.0,490.0,1190.0,90.0,2000.0,135.0,12960.0,3355.0,2745.0,2090.0,645.0,695.0,75.0,355.0,25.0,60.0,0.0,6555.0,1255.0,980.0,1345.0,685.0,1025.0,415.0,835.0,65.0,1940.0,135.0,6400.0
